underlying_symbol,quote_datetime,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size,bid,ask_size,ask,underlying_bid,underlying_ask,moneyness,implied_vol
^VIX,2021-04-26 13:30:00,VIX,2021-07-21,25.0,C,3.44,3.48,3.43,3.47,16,25103,3.4,11213,3.5,17.96,17.96,-0.33072876199414714,1.5724637250729077
^VIX,2021-04-26 13:30:00,VIX,2021-07-21,17.0,P,0.55,0.55,0.55,0.55,1,26978,0.5,53350,0.6,17.96,17.96,0.05493371881783761,0.28944318815784564
^VIX,2021-04-26 13:30:00,VIX,2021-07-21,21.0,C,4.8,4.8,4.79,4.8,18,24163,4.7,990,4.8,17.96,17.96,-0.15637537484936945,1.6877777158604688
^VIX,2021-04-26 14:00:00,VIX,2021-07-21,30.0,C,2.44,2.44,2.35,2.35,16,16986,2.35,25999,2.45,17.78,17.78,-0.5231231515763969,1.555942533096249
^VIX,2021-04-26 14:00:00,VIX,2021-07-21,18.0,C,6.3,6.3,6.3,6.3,100,13000,6.2,32592,6.4,17.78,17.78,-0.012297527810406083,1.910459725681024
^VIX,2021-04-26 14:00:00,VIX,2021-07-21,20.0,C,5.2,5.2,5.2,5.2,20,32988,5.1,41748,5.3,17.78,17.78,-0.11765804346823246,1.7557987694503192
^VIX,2021-04-26 14:00:00,VIX,2021-07-21,80.0,C,0.25,0.25,0.25,0.25,1,47532,0.2,44668,0.3,17.78,17.78,-1.5039524045881232,1.5698246395684219
^VIX,2021-04-26 14:00:00,VIX,2021-07-21,22.0,C,4.37,4.37,4.37,4.37,6,5165,4.3,15973,4.4,17.78,17.78,-0.2129682232725573,1.6691573050455375
^VIX,2021-04-26 14:00:00,VIX,2021-07-21,45.0,C,1.05,1.05,1.05,1.05,5,12287,1.0,28,1.05,17.78,17.78,-0.9285882596845612,1.5419482730668772
^VIX,2021-04-26 14:00:00,VIX,2021-07-21,25.0,C,3.5,3.5,3.5,3.5,30,1392,3.4,38636,3.5,17.78,17.78,-0.34080159478244215,1.6149663148638917
^VIX,2021-04-26 14:00:00,VIX,2021-07-21,40.0,C,1.4,1.4,1.35,1.35,10,11768,1.3,23,1.35,17.78,17.78,-0.8108052240281778,1.5556260414550664
^VIX,2021-04-26 14:30:00,VIX,2021-07-21,40.0,C,1.35,1.35,1.35,1.35,1,8909,1.3,29336,1.4,17.79,17.79,-0.8102429524361926,1.5361782263122592
^VIX,2021-04-26 14:30:00,VIX,2021-07-21,32.5,C,2.04,2.04,2.04,2.04,3,15526,2.0,25661,2.1,17.79,17.79,-0.6026035876579481,1.5319709487887236
^VIX,2021-04-26 14:30:00,VIX,2021-07-21,16.0,P,0.3,0.35,0.3,0.35,10000,666,0.3,46201,0.35,17.79,17.79,0.1060477794379625,0.2919970449843703
^VIX,2021-04-26 14:30:00,VIX,2021-07-21,22.0,C,4.37,4.37,4.37,4.37,2,18456,4.3,1775,4.4,17.79,17.79,-0.21240595168057214,1.6675185928628853
^VIX,2021-04-26 14:30:00,VIX,2021-07-21,35.0,C,1.77,1.77,1.77,1.77,20,1,1.75,14746,1.8,17.79,17.79,-0.67671155981167,1.5331997276646996
^VIX,2021-04-26 14:30:00,VIX,2021-07-21,35.0,P,13.2,13.2,13.2,13.2,1,31454,13.2,40319,13.4,17.79,17.79,-0.67671155981167,
^VIX,2021-04-26 14:30:00,VIX,2021-07-21,30.0,C,2.4,2.4,2.4,2.4,20,19567,2.35,22416,2.45,17.79,17.79,-0.5225608799844117,1.5425907409130277
